instance family sat sequential9 sequentialinputordersoftmax13 sequentialshuffle9 sequentialantiheuristic9 sequentialinputordersoftmaxrestarts13 sequentialrestartsshuffle9 sequentialdds9
g21-g105 11 0 0 0 0 0 0 0 0
g21-g106 11 0 0 0 0 0 0 0 0
g21-g107 11 0 0 0 0 0 0 0 0
g21-g108 11 0 0 0 0 0 0 0 0
g21-g109 11 0 0 0 0 0 0 0 0
g21-g110 11 0 0 0 0 0 0 0 0
g21-g111 11 0 0 0 0 0 0 0 0
g21-g112 11 0 0 0 0 0 0 0 0
g21-g51 11 0 0 0 0 0 0 0 0
g21-g52 11 0 0 0 0 0 0 0 0
g21-g53 11 0 0 0 0 0 0 0 0
g21-g54 11 0 0 0 0 0 0 0 0
g21-g55 11 0 0 0 0 0 0 0 0
g21-g56 11 0 0 0 0 0 0 0 0
g21-g57 11 0 0 0 0 0 0 0 0
g21-g61 11 0 0 0 0 0 0 0 0
g21-g62 11 0 0 0 0 0 0 0 0
g21-g63 11 0 0 0 0 0 0 0 0
g21-g64 11 0 0 0 0 0 0 0 0
g21-g65 11 0 0 0 0 0 0 0 0
g21-g67 11 0 0 0 0 0 0 0 0
g21-g68 11 0 0 0 0 0 0 0 0
g21-g69 11 0 0 0 0 0 0 0 0
g21-g70 11 0 0 0 0 0 0 0 0
g21-g71 11 0 0 0 0 0 0 0 0
g21-g72 11 0 0 0 0 0 0 0 0
g21-g74 11 0 0 0 0 0 0 0 0
g21-g75 11 0 0 0 0 0 0 0 0
g21-g76 11 0 1 1 1 1 1 1 430
g21-g77 11 0 1 1 1 1 1 1 611
g21-g78 11 0 0 0 0 0 0 0 0
g21-g79 11 0 0 0 0 0 0 0 0
g21-g80 11 0 0 0 0 0 0 0 0
g21-g81 11 0 0 0 0 0 0 0 0
g21-g83 11 0 0 0 0 0 0 0 0
g21-g84 11 0 1 1 1 1 1 1 1025
g21-g85 11 0 0 0 0 0 0 0 0
g21-g87 11 0 0 0 0 0 0 0 0
g21-g88 11 0 0 0 0 0 0 0 0
g21-g89 11 0 0 0 0 0 0 0 0
g21-g90 11 0 0 0 0 0 0 0 0
g21-g91 11 0 0 0 0 0 0 0 0
g21-g92 11 0 0 0 0 0 0 0 0
g21-g94 11 0 0 0 0 0 0 0 0
g21-g95 11 0 0 0 0 0 0 0 0
g21-g96 11 0 0 0 0 0 0 0 0
g21-g97 11 0 0 0 0 0 0 0 0
g21-g98 11 0 0 0 0 0 0 0 0
g21-g99 11 0 0 0 0 0 0 0 0
g22-g100 11 0 0 0 0 0 0 0 0
g22-g101 11 0 1 1 1 1 1 1 1
g22-g102 11 0 1 1 1 1 1 1 1
g22-g103 11 0 1 1 1 1 1 1 1
g22-g104 11 0 1 1 1 1 1 1 1
g22-g105 11 0 1 1 1 1 1 1 1
g22-g106 11 0 1 1 1 1 1 1 5
g22-g107 11 0 1 1 1 1 1 1 1
g22-g108 11 0 1 1 1 1 1 1 1
g22-g109 11 0 0 0 0 0 0 0 0
g22-g110 11 0 1 1 1 1 1 1 760
g22-g111 11 0 1 1 1 1 1 1 5
g22-g112 11 0 1 1 1 1 1 1 1
g22-g51 11 0 17 17 17 17 17 17 241
g22-g52 11 0 0 0 0 0 0 0 1
g22-g53 11 0 1 1 1 1 1 1 1
g22-g54 11 0 0 0 0 0 0 0 1
g22-g55 11 0 1 1 1 1 1 1 1
g22-g56 11 0 1 1 1 1 1 1 1
g22-g57 11 0 0 0 0 0 0 0 0
g22-g61 11 0 0 0 0 0 0 0 0
g22-g62 11 0 0 0 0 0 0 0 1
g22-g63 11 0 349 349 349 349 349 349 50146
g22-g64 11 0 10303918 10303918 10303918 10303918 10317557 10317394 NaN
g22-g65 11 0 1 1 1 1 1 1 1
g22-g67 11 0 1 1 1 1 1 1 1
g22-g68 11 0 14323 14323 14323 14323 14344 14347 3659309
g22-g69 11 0 1 1 1 1 1 1 1
g22-g70 11 0 0 0 0 0 0 0 0
g22-g71 11 0 1 1 1 1 1 1 1
g22-g72 11 0 0 0 0 0 0 0 0
g22-g74 11 0 1 1 1 1 1 1 23
g22-g75 11 0 1 1 1 1 1 1 329
g22-g76 11 0 1 1 1 1 1 1 591
g22-g77 11 0 1 1 1 1 1 1 611
g22-g78 11 0 1 1 1 1 1 1 44
g22-g79 11 0 1 1 1 1 1 1 1
g22-g80 11 0 0 0 0 0 0 0 0
g22-g81 11 0 1 1 1 1 1 1 1
g22-g83 11 0 1 1 1 1 1 1 1
g22-g84 11 0 1 1 1 1 1 1 1025
g22-g85 11 0 0 0 0 0 0 0 0
g22-g87 11 0 1 1 1 1 1 1 1
g22-g88 11 0 1 1 1 1 1 1 1
g22-g89 11 0 0 0 0 0 0 0 0
g22-g90 11 0 1 1 1 1 1 1 1
g22-g91 11 0 0 0 0 0 0 0 1
g22-g92 11 0 0 0 0 0 0 0 1
g22-g94 11 0 1 1 1 1 1 1 1
g22-g95 11 0 1 1 1 1 1 1 1
g22-g96 11 0 1 1 1 1 1 1 1
g22-g97 11 0 0 0 0 0 0 0 1
g22-g98 11 0 1 1 1 1 1 1 1
g22-g99 11 0 1 1 1 1 1 1 1
g23-g100 11 0 1 1 1 1 1 1 1
g23-g101 11 0 1 1 1 1 1 1 1
g23-g102 11 0 1 1 1 1 1 1 1
g23-g103 11 0 1 1 1 1 1 1 1
g23-g104 11 0 1 1 1 1 1 1 1
g23-g105 11 0 1 1 1 1 1 1 1
g23-g106 11 0 1 1 1 1 1 1 1
g23-g107 11 0 1 1 1 1 1 1 1
g23-g108 11 0 1 1 1 1 1 1 1
g23-g109 11 0 1 1 1 1 1 1 1
g23-g110 11 0 1 1 1 1 1 1 1
g23-g111 11 0 1 1 1 1 1 1 1
g23-g112 11 0 1 1 1 1 1 1 1
g23-g51 11 0 1 1 1 1 1 1 1
g23-g52 11 0 1 1 1 1 1 1 1
g23-g53 11 0 1 1 1 1 1 1 1
g23-g54 11 0 1 1 1 1 1 1 1
g23-g55 11 0 1 1 1 1 1 1 1
g23-g56 11 0 1 1 1 1 1 1 1
g23-g57 11 0 1 1 1 1 1 1 1
g23-g61 11 0 1 1 1 1 1 1 1
g23-g62 11 0 1 1 1 1 1 1 1
g23-g63 11 0 1 1 1 1 1 1 1
g23-g64 11 0 NaN NaN NaN NaN NaN NaN NaN
g23-g65 11 0 1 1 1 1 1 1 1
g23-g67 11 0 1 1 1 1 1 1 1
g23-g68 11 0 1 1 1 1 1 1 1
g23-g69 11 0 1 1 1 1 1 1 1
g23-g70 11 0 1 1 1 1 1 1 1
g23-g71 11 0 1 1 1 1 1 1 1
g23-g72 11 0 1 1 1 1 1 1 1
g23-g74 11 0 1 1 1 1 1 1 1
g23-g75 11 0 1 1 1 1 1 1 94
g23-g76 11 0 1 1 1 1 1 1 433
g23-g77 11 0 1 1 1 1 1 1 611
g23-g78 11 0 1 1 1 1 1 1 1
g23-g79 11 0 1 1 1 1 1 1 1
g23-g80 11 0 1 1 1 1 1 1 1
g23-g81 11 0 1 1 1 1 1 1 1
g23-g83 11 0 1 1 1 1 1 1 1
g23-g84 11 0 1 1 1 1 1 1 1025
g23-g85 11 0 1 1 1 1 1 1 1
g23-g87 11 0 1 1 1 1 1 1 1
g23-g88 11 0 1 1 1 1 1 1 1
g23-g89 11 0 1 1 1 1 1 1 1
g23-g90 11 0 1 1 1 1 1 1 1
g23-g91 11 0 1 1 1 1 1 1 1
g23-g92 11 0 1 1 1 1 1 1 1
g23-g94 11 0 1 1 1 1 1 1 1
g23-g95 11 0 1 1 1 1 1 1 1
g23-g96 11 0 1 1 1 1 1 1 1
g23-g97 11 0 1 1 1 1 1 1 1
g23-g98 11 0 1 1 1 1 1 1 1
g23-g99 11 0 1 1 1 1 1 1 1
g24-g100 11 0 1 1 1 1 1 1 1
g24-g101 11 0 1 1 1 1 1 1 1
g24-g102 11 0 1 1 1 1 1 1 1
g24-g103 11 0 1 1 1 1 1 1 1
g24-g104 11 1 49 48 41 38 48 41 49
g24-g105 11 1 49 46 48 40 46 48 49
g24-g106 11 1 49 48 48 39 48 48 49
g24-g107 11 1 49 49 46 362 49 46 49
g24-g108 11 1 49 49 42 40 49 42 49
g24-g109 11 0 1 1 1 1 1 1 1
g24-g110 11 0 1 1 1 1 1 1 2212
g24-g111 11 1 49 48 47 39 48 47 49
g24-g112 11 0 1 1 1 1 1 1 1
g24-g51 11 1 NaN 2176 43 41 724 43 1113
g24-g52 11 0 1 1 1 1 1 1 1
g24-g53 11 1 49 49 48 42 49 48 49
g24-g54 11 0 0 0 0 0 0 0 2
g24-g55 11 0 1 1 1 1 1 1 1
g24-g56 11 0 1 1 1 1 1 1 15
g24-g57 11 0 1 1 1 1 1 1 1
g24-g61 11 0 1 1 1 1 1 1 1
g24-g62 11 0 1 1 1 1 1 1 21
g24-g63 11 1 48 76 47 176 76 47 59
g24-g64 11 1 267975 31776 NaN NaN 84457 4091 2359
g24-g65 11 0 1 1 1 1 1 1 1
g24-g67 11 0 1 1 1 1 1 1 1
g24-g68 11 1 49 47 47 47 47 47 4806
g24-g69 11 0 1 1 1 1 1 1 1
g24-g70 11 0 1 1 1 1 1 1 1
g24-g71 11 0 1 1 1 1 1 1 1
g24-g72 11 0 1 1 1 1 1 1 1
g24-g74 11 0 72 72 72 72 72 72 3059
g24-g75 11 0 1 1 1 1 1 1 362
g24-g76 11 0 592 592 592 592 592 592 181447
g24-g77 11 0 611 611 611 611 611 611 284114
g24-g78 11 0 1 1 1 1 1 1 278
g24-g79 11 0 1 1 1 1 1 1 1
g24-g80 11 0 1 1 1 1 1 1 1
g24-g81 11 0 1 1 1 1 1 1 1
g24-g83 11 0 1 1 1 1 1 1 1
g24-g84 11 0 1025 1025 1025 1025 1026 1026 648824
g24-g85 11 0 1 1 1 1 1 1 1
g24-g87 11 0 0 0 0 0 0 0 2
g24-g88 11 0 1 1 1 1 1 1 37
g24-g89 11 0 1 1 1 1 1 1 1
g24-g90 11 0 1 1 1 1 1 1 1
g24-g91 11 0 1 1 1 1 1 1 1
g24-g92 11 0 1 1 1 1 1 1 1
g24-g94 11 0 1 1 1 1 1 1 1
g24-g95 11 0 1 1 1 1 1 1 1
g24-g96 11 1 45 44 40 51 44 40 69
g24-g97 11 1 41 46 41 36 46 41 3283
g24-g98 11 1 47 243281 47 40 743 47 47
g24-g99 11 1 47 47 44 38 47 44 47
g25-g100 11 0 1 1 1 1 1 1 1
g25-g101 11 0 1 1 1 1 1 1 1
g25-g102 11 0 1 1 1 1 1 1 1
g25-g103 11 0 1 1 1 1 1 1 1
g25-g104 11 0 1 1 1 1 1 1 1
g25-g105 11 0 1 1 1 1 1 1 1
g25-g106 11 0 1 1 1 1 1 1 1
g25-g107 11 0 0 0 0 0 0 0 1
g25-g108 11 0 0 0 0 0 0 0 1
g25-g109 11 0 1 1 1 1 1 1 1
g25-g110 11 0 1 1 1 1 1 1 387
g25-g111 11 0 1 1 1 1 1 1 1
g25-g112 11 0 1 1 1 1 1 1 1
g25-g51 11 0 199722 199722 199722 199722 200527 200488 4479545
g25-g52 11 0 1 1 1 1 1 1 1
g25-g53 11 0 1 1 1 1 1 1 1
g25-g54 11 0 1 1 1 1 1 1 1
g25-g55 11 0 1 1 1 1 1 1 1
g25-g56 11 0 1 1 1 1 1 1 1
g25-g57 11 0 1 1 1 1 1 1 1
g25-g61 11 0 1 1 1 1 1 1 1
g25-g62 11 0 0 0 0 0 0 0 1
g25-g63 11 0 46 46 46 46 46 46 912
g25-g64 11 0 1375064 1375064 1375064 1375064 1376946 1376955 NaN
g25-g65 11 0 1 1 1 1 1 1 1
g25-g67 11 0 1 1 1 1 1 1 1
g25-g68 11 0 463 463 463 463 463 463 121305
g25-g69 11 0 1 1 1 1 1 1 1
g25-g70 11 0 1 1 1 1 1 1 1
g25-g71 11 0 1 1 1 1 1 1 1
g25-g72 11 0 1 1 1 1 1 1 1
g25-g74 11 0 1 1 1 1 1 1 4
g25-g75 11 0 1 1 1 1 1 1 259
g25-g76 11 0 1 1 1 1 1 1 544
g25-g77 11 0 1 1 1 1 1 1 611
g25-g78 11 0 1 1 1 1 1 1 1
g25-g79 11 0 1 1 1 1 1 1 1
g25-g80 11 0 1 1 1 1 1 1 1
g25-g81 11 0 1 1 1 1 1 1 1
g25-g83 11 0 1 1 1 1 1 1 1
g25-g84 11 0 1 1 1 1 1 1 1025
g25-g85 11 0 1 1 1 1 1 1 1
g25-g87 11 0 1 1 1 1 1 1 1
g25-g88 11 0 0 0 0 0 0 0 1
g25-g89 11 0 1 1 1 1 1 1 1
g25-g90 11 0 1 1 1 1 1 1 1
g25-g91 11 0 1 1 1 1 1 1 1
g25-g92 11 0 1 1 1 1 1 1 1
g25-g94 11 0 1 1 1 1 1 1 1
g25-g95 11 0 1 1 1 1 1 1 1
g25-g96 11 0 1 1 1 1 1 1 1
g25-g97 11 0 1 1 1 1 1 1 1
g25-g98 11 0 1 1 1 1 1 1 1
g25-g99 11 0 1 1 1 1 1 1 1
g26-g100 11 0 0 0 0 0 0 0 0
g26-g101 11 0 0 0 0 0 0 0 0
g26-g102 11 0 0 0 0 0 0 0 0
g26-g103 11 0 1 1 1 1 1 1 1
g26-g104 11 0 1 1 1 1 1 1 1
g26-g105 11 0 1 1 1 1 1 1 1
g26-g106 11 0 1 1 1 1 1 1 1
g26-g107 11 0 1 1 1 1 1 1 1
g26-g108 11 0 1 1 1 1 1 1 1
g26-g109 11 0 0 0 0 0 0 0 0
g26-g110 11 0 0 0 0 0 0 0 2
g26-g111 11 0 1 1 1 1 1 1 1
g26-g112 11 0 1 1 1 1 1 1 1
g26-g51 11 0 1 1 1 1 1 1 7
g26-g52 11 0 1 1 1 1 1 1 1
g26-g53 11 0 1 1 1 1 1 1 1
g26-g54 11 0 1 1 1 1 1 1 1
g26-g55 11 0 1 1 1 1 1 1 1
g26-g56 11 0 1 1 1 1 1 1 1
g26-g57 11 0 0 0 0 0 0 0 0
g26-g61 11 0 0 0 0 0 0 0 0
g26-g62 11 0 0 0 0 0 0 0 1
g26-g63 11 0 1 1 1 1 1 1 1
g26-g64 11 X NaN NaN NaN NaN NaN NaN NaN
g26-g65 11 0 1 1 1 1 1 1 1
g26-g67 11 0 0 0 0 0 0 0 0
g26-g68 11 0 1 1 1 1 1 1 1
g26-g69 11 0 0 0 0 0 0 0 0
g26-g70 11 0 0 0 0 0 0 0 0
g26-g71 11 0 0 0 0 0 0 0 0
g26-g72 11 0 0 0 0 0 0 0 0
g26-g74 11 0 1 1 1 1 1 1 1
g26-g75 11 0 1 1 1 1 1 1 140
g26-g76 11 0 1 1 1 1 1 1 448
g26-g77 11 0 1 1 1 1 1 1 611
g26-g78 11 0 1 1 1 1 1 1 1
g26-g79 11 0 1 1 1 1 1 1 1
g26-g80 11 0 0 0 0 0 0 0 0
g26-g81 11 0 1 1 1 1 1 1 1
g26-g83 11 0 0 0 0 0 0 0 0
g26-g84 11 0 1 1 1 1 1 1 1025
g26-g85 11 0 0 0 0 0 0 0 0
g26-g87 11 0 0 0 0 0 0 0 1
g26-g88 11 0 1 1 1 1 1 1 1
g26-g89 11 0 0 0 0 0 0 0 0
g26-g90 11 0 0 0 0 0 0 0 0
g26-g91 11 0 1 1 1 1 1 1 1
g26-g92 11 0 1 1 1 1 1 1 1
g26-g94 11 0 0 0 0 0 0 0 0
g26-g95 11 0 0 0 0 0 0 0 0
g26-g96 11 0 0 0 0 0 0 0 0
g26-g97 11 0 0 0 0 0 0 0 0
g26-g98 11 0 0 0 0 0 0 0 0
g26-g99 11 0 0 0 0 0 0 0 0
g27-g100 11 0 0 0 0 0 0 0 0
g27-g101 11 0 0 0 0 0 0 0 0
g27-g102 11 0 0 0 0 0 0 0 0
g27-g103 11 0 0 0 0 0 0 0 0
g27-g104 11 0 0 0 0 0 0 0 0
g27-g105 11 0 0 0 0 0 0 0 0
g27-g106 11 0 0 0 0 0 0 0 0
g27-g107 11 0 0 0 0 0 0 0 0
g27-g108 11 0 0 0 0 0 0 0 0
g27-g109 11 0 0 0 0 0 0 0 0
g27-g110 11 0 0 0 0 0 0 0 0
g27-g111 11 0 0 0 0 0 0 0 0
g27-g112 11 0 1 1 1 1 1 1 1
g27-g51 11 0 0 0 0 0 0 0 0
g27-g52 11 0 0 0 0 0 0 0 0
g27-g53 11 0 0 0 0 0 0 0 0
g27-g54 11 0 0 0 0 0 0 0 0
g27-g55 11 0 0 0 0 0 0 0 0
g27-g56 11 0 0 0 0 0 0 0 0
g27-g57 11 0 0 0 0 0 0 0 0
g27-g61 11 0 0 0 0 0 0 0 0
g27-g62 11 0 1 1 1 1 1 1 1
g27-g63 11 0 0 0 0 0 0 0 0
g27-g64 11 0 85545 85545 85545 85545 85857 85673 7495629
g27-g65 11 0 0 0 0 0 0 0 0
g27-g67 11 0 0 0 0 0 0 0 0
g27-g68 11 0 0 0 0 0 0 0 0
g27-g69 11 0 0 0 0 0 0 0 0
g27-g70 11 0 0 0 0 0 0 0 0
g27-g71 11 0 0 0 0 0 0 0 0
g27-g72 11 0 0 0 0 0 0 0 0
g27-g74 11 0 1 1 1 1 1 1 1
g27-g75 11 0 1 1 1 1 1 1 52
g27-g76 11 0 1 1 1 1 1 1 414
g27-g77 11 0 1 1 1 1 1 1 611
g27-g78 11 0 0 0 0 0 0 0 0
g27-g79 11 0 0 0 0 0 0 0 0
g27-g80 11 0 0 0 0 0 0 0 0
g27-g81 11 0 0 0 0 0 0 0 0
g27-g83 11 0 0 0 0 0 0 0 0
g27-g84 11 0 1 1 1 1 1 1 1025
g27-g85 11 0 0 0 0 0 0 0 0
g27-g87 11 0 0 0 0 0 0 0 0
g27-g88 11 0 0 0 0 0 0 0 0
g27-g89 11 0 0 0 0 0 0 0 0
g27-g90 11 0 0 0 0 0 0 0 0
g27-g91 11 0 1 1 1 1 1 1 1
g27-g92 11 0 1 1 1 1 1 1 1
g27-g94 11 0 0 0 0 0 0 0 0
g27-g95 11 0 0 0 0 0 0 0 0
g27-g96 11 0 0 0 0 0 0 0 0
g27-g97 11 0 0 0 0 0 0 0 0
g27-g98 11 0 0 0 0 0 0 0 0
g27-g99 11 0 0 0 0 0 0 0 0
g28-g100 11 0 0 0 0 0 0 0 0
g28-g101 11 0 1 1 1 1 1 1 1
g28-g102 11 0 1 1 1 1 1 1 1
g28-g103 11 0 1 1 1 1 1 1 1
g28-g104 11 0 NaN NaN NaN NaN NaN NaN NaN
g28-g105 11 0 NaN NaN NaN NaN NaN NaN NaN
g28-g106 11 X NaN NaN NaN NaN NaN NaN NaN
g28-g107 11 X NaN NaN NaN NaN NaN NaN NaN
g28-g108 11 X NaN NaN NaN NaN NaN NaN NaN
g28-g109 11 0 1 1 1 1 1 1 1
g28-g110 11 1 74 NaN 1092546 47985 771 1442 580
g28-g111 11 X NaN NaN NaN NaN NaN NaN NaN
g28-g112 11 0 156 156 156 156 156 156 12513
g28-g51 11 1 NaN 296285478 NaN NaN 164934 223524 NaN
g28-g52 11 1 16870 264736 1678 NaN 9599 1482 922
g28-g53 11 0 117233 117233 117233 117233 117694 117669 4393604
g28-g54 11 1 61 234 303315290 81 234 957 424
g28-g55 11 0 188647 188647 188647 188647 189479 110621 4308673
g28-g56 11 1 77 90 64 59 90 64 105
g28-g57 11 0 0 0 0 0 0 0 0
g28-g61 11 0 1 1 1 1 1 1 1
g28-g62 11 1 71 67 69 19208 67 69 71
g28-g63 11 X NaN NaN NaN NaN NaN NaN NaN
g28-g64 11 1 73 73 73 72 73 73 73
g28-g65 11 0 198712 198712 198712 198712 199262 199234 34891004
g28-g67 11 0 1 1 1 1 1 1 1
g28-g68 11 1 66 67 69 68 67 69 93
g28-g69 11 0 0 0 0 0 0 0 1
g28-g70 11 0 0 0 0 0 0 0 1
g28-g71 11 0 0 0 0 0 0 0 2
g28-g72 11 0 0 0 0 0 0 0 0
g28-g74 11 1 73 73 71 68 73 71 106
g28-g75 11 1 73 73 73 71 73 73 73
g28-g76 11 1 73 73 73 72 73 73 73
g28-g77 11 1 73 73 73 73 73 73 73
g28-g78 11 1 105 805 7491 87056 751 751 2362
g28-g79 11 0 NaN NaN NaN NaN NaN NaN NaN
g28-g80 11 0 0 0 0 0 0 0 0
g28-g81 11 0 6649 6649 6649 6649 6660 6660 2375064
g28-g83 11 0 1 1 1 1 1 1 1
g28-g84 11 1 73 73 73 73 73 73 73
g28-g85 11 0 0 0 0 0 0 0 0
g28-g87 11 1 19185 73 116905 91 73 3466 10749
g28-g88 11 1 NaN 12976 NaN 27084 803 1020 5608
g28-g89 11 0 0 0 0 0 0 0 0
g28-g90 11 0 1 1 1 1 1 1 1
g28-g91 11 0 72 72 72 72 72 72 1264
g28-g92 11 0 36 36 36 36 36 36 632
g28-g94 11 0 1 1 1 1 1 1 1
g28-g95 11 0 1 1 1 1 1 1 1
g28-g96 11 0 0 0 0 0 0 0 2
g28-g97 11 0 1 1 1 1 1 1 1
g28-g98 11 0 2 2 2 2 2 2 14
g28-g99 11 0 2 2 2 2 2 2 14
g29-g100 11 0 0 0 0 0 0 0 0
g29-g101 11 0 0 0 0 0 0 0 0
g29-g102 11 0 0 0 0 0 0 0 0
g29-g103 11 0 0 0 0 0 0 0 0
g29-g104 11 0 0 0 0 0 0 0 0
g29-g105 11 0 0 0 0 0 0 0 0
g29-g106 11 0 0 0 0 0 0 0 0
g29-g107 11 0 0 0 0 0 0 0 0
g29-g108 11 0 0 0 0 0 0 0 0
g29-g109 11 0 0 0 0 0 0 0 0
g29-g110 11 0 0 0 0 0 0 0 0
g29-g111 11 0 0 0 0 0 0 0 0
g29-g112 11 0 0 0 0 0 0 0 0
g29-g51 11 0 0 0 0 0 0 0 0
g29-g52 11 0 0 0 0 0 0 0 0
g29-g53 11 0 0 0 0 0 0 0 0
g29-g54 11 0 0 0 0 0 0 0 0
g29-g55 11 0 0 0 0 0 0 0 0
g29-g56 11 0 0 0 0 0 0 0 0
g29-g57 11 0 0 0 0 0 0 0 0
g29-g61 11 0 0 0 0 0 0 0 0
g29-g62 11 0 0 0 0 0 0 0 0
g29-g63 11 0 0 0 0 0 0 0 0
g29-g64 11 X NaN NaN NaN NaN NaN NaN NaN
g29-g65 11 0 0 0 0 0 0 0 0
g29-g67 11 0 0 0 0 0 0 0 0
g29-g68 11 0 1 1 1 1 1 1 1
g29-g69 11 0 0 0 0 0 0 0 0
g29-g70 11 0 0 0 0 0 0 0 0
g29-g71 11 0 0 0 0 0 0 0 0
g29-g72 11 0 0 0 0 0 0 0 0
g29-g74 11 0 0 0 0 0 0 0 0
g29-g75 11 0 1 1 1 1 1 1 154
g29-g76 11 0 1 1 1 1 1 1 466
g29-g77 11 0 1 1 1 1 1 1 611
g29-g78 11 0 0 0 0 0 0 0 0
g29-g79 11 0 0 0 0 0 0 0 0
g29-g80 11 0 0 0 0 0 0 0 0
g29-g81 11 0 0 0 0 0 0 0 0
g29-g83 11 0 0 0 0 0 0 0 0
g29-g84 11 0 1 1 1 1 1 1 1025
g29-g85 11 0 0 0 0 0 0 0 0
g29-g87 11 0 0 0 0 0 0 0 0
g29-g88 11 0 0 0 0 0 0 0 0
g29-g89 11 0 0 0 0 0 0 0 0
g29-g90 11 0 0 0 0 0 0 0 0
g29-g91 11 0 0 0 0 0 0 0 0
g29-g92 11 0 0 0 0 0 0 0 0
g29-g94 11 0 0 0 0 0 0 0 0
g29-g95 11 0 0 0 0 0 0 0 0
g29-g96 11 0 0 0 0 0 0 0 0
g29-g97 11 0 0 0 0 0 0 0 0
g29-g98 11 0 0 0 0 0 0 0 0
g29-g99 11 0 0 0 0 0 0 0 0
g3-g100 11 0 0 0 0 0 0 0 0
g3-g101 11 0 2185 2185 2185 2185 2187 2187 2401314
g3-g102 11 0 2185 2185 2185 2185 2187 2187 2405684
g3-g103 11 0 2185 2185 2185 2185 2187 2187 2414424
g3-g104 11 1 11 8 47 2334 8 47 11
g3-g105 11 1 11 3768 29135 5814 1112 1943 11
g3-g106 11 1 8 11 21963 7388 11 846 35
g3-g107 11 1 10 8 931 2905 8 966 10
g3-g108 11 1 10 11 261 4604 11 261 10
g3-g109 11 0 5041 5041 5041 5041 5046 5046 12738606
g3-g110 11 0 5406 5406 5406 5406 5412 5412 14631338
g3-g111 11 1 8 11 4519 7402 11 2096 35
g3-g112 11 0 43580 43580 43580 43580 43641 43641 NaN
g3-g51 11 1 11 11 11 8 11 11 11
g3-g52 11 0 75 75 75 75 75 75 4139
g3-g53 11 0 510689 510689 510689 510689 511909 511857 60436737
g3-g54 11 0 207 207 207 207 207 207 22148
g3-g55 11 0 254 254 254 254 254 254 33146
g3-g56 11 0 211 211 211 211 211 211 22998
g3-g57 11 0 0 0 0 0 0 0 0
g3-g61 11 0 8210 8210 8210 8210 8223 8226 1543279
g3-g62 11 0 202 202 202 202 202 202 22947
g3-g63 11 1 6 6 9 816 6 9 27
g3-g64 11 1 11 11 11 9 11 11 11
g3-g65 11 0 34036 34036 34036 34036 34112 34104 8022034
g3-g67 11 0 463 463 463 463 463 463 110193
g3-g68 11 1 10 9 11 12 9 11 22
g3-g69 11 0 20055 20055 20055 20055 20091 20090 5761261
g3-g70 11 0 158 158 158 158 158 158 19522
g3-g71 11 0 20994 20994 20994 20994 21026 21027 6066417
g3-g72 11 1 172 119 12 50 119 12 128
g3-g74 11 0 123 123 123 123 123 123 7994
g3-g75 11 0 390 390 390 390 390 390 77414
g3-g76 11 0 593 593 593 593 593 593 181457
g3-g77 11 0 611 611 611 611 611 611 284114
g3-g78 11 0 623 623 623 623 623 623 196850
g3-g79 11 0 534 534 534 534 534 534 144446
g3-g80 11 0 1 1 1 1 1 1 15
g3-g81 11 0 32139 32139 32139 32139 32197 32192 17247962
g3-g83 11 0 1025 1025 1025 1025 1026 1026 536074
g3-g84 11 0 1025 1025 1025 1025 1026 1026 648824
g3-g85 11 0 933 933 933 933 934 934 479256
g3-g87 11 0 901 901 901 901 902 902 411407
g3-g88 11 0 964 964 964 964 965 965 469823
g3-g89 11 0 1093 1093 1093 1093 1094 1094 602242
g3-g90 11 0 1651 1651 1651 1651 1653 1654 1195712
g3-g91 11 0 11483 11483 11483 11483 11506 11505 9719222
g3-g92 11 0 11561 11561 11561 11561 11580 11580 10652887
g3-g94 11 0 1845 1845 1845 1845 1847 1847 1715817
g3-g95 11 0 4438 4438 4438 4438 4452 4453 683116
g3-g96 11 0 5924 5924 5924 5924 5944 5941 1211730
g3-g97 11 0 38194 38194 38194 38194 38333 38325 10581913
g3-g98 11 0 38187 38187 38187 38187 38313 38300 21653936
g3-g99 11 1 3309 9847 9342 2669 2702 1113 12095
g30-g100 11 0 0 0 0 0 0 0 0
g30-g101 11 0 0 0 0 0 0 0 0
g30-g102 11 0 0 0 0 0 0 0 0
g30-g103 11 0 0 0 0 0 0 0 0
g30-g104 11 0 0 0 0 0 0 0 0
g30-g105 11 0 0 0 0 0 0 0 0
g30-g106 11 0 0 0 0 0 0 0 0
g30-g107 11 0 0 0 0 0 0 0 0
g30-g108 11 0 0 0 0 0 0 0 0
g30-g109 11 0 0 0 0 0 0 0 0
g30-g110 11 0 0 0 0 0 0 0 0
g30-g111 11 0 0 0 0 0 0 0 0
g30-g112 11 0 0 0 0 0 0 0 0
g30-g51 11 0 0 0 0 0 0 0 0
g30-g52 11 0 0 0 0 0 0 0 0
g30-g53 11 0 0 0 0 0 0 0 0
g30-g54 11 0 0 0 0 0 0 0 0
g30-g55 11 0 0 0 0 0 0 0 0
g30-g56 11 0 0 0 0 0 0 0 0
g30-g57 11 0 0 0 0 0 0 0 0
g30-g61 11 0 0 0 0 0 0 0 0
g30-g62 11 0 0 0 0 0 0 0 0
g30-g63 11 0 0 0 0 0 0 0 0
g30-g64 11 0 1 1 1 1 1 1 1
g30-g65 11 0 0 0 0 0 0 0 0
